row_index,unit_num,street,city,prov,district,latitude,longitude,sold_date,dom,sold_price,listing_price,beds,baths,size,mls,brokerage,listing_date,street_num,app_num,full_address
1,57-847,Sheppard Avenue,Toronto,ON,Clanton Park,0.0,0.0,2023-07-28,99,870000,899900,2,2,1100,C6039759,"RE/MAX PRIME PROPERTIES - UNIQUE GROUP, BROKERAGE",2023-04-20,847,57,847 Sheppard Avenue Toronto ON
